Project_ID,Year,CO2_Reduction_Tons
P001425,2022,3562
P001426,2022,3089
P001427,2020,1357
P001428,2023,2753
P001429,2022,352
P001430,2024,2500
P001431,2020,4374
P001432,2024,4090
P001433,2023,3022
P001434,2023,3754
P001435,2022,3081
P001436,2020,2353
P001437,2021,1409
P001438,2020,3990
P001439,2024,2592
P001440,2021,383
P001441,2023,1841
P001442,2020,3520
P001443,2020,1143
P001444,2018,3403
P001445,2021,2013
P001446,2024,2241
P001447,2020,1138
P001448,2021,4178
P001449,2023,3990
P001450,2019,1108
P001451,2021,3794
P001452,2018,4130
P001453,2018,4487
P001454,2023,2656
P001455,2018,985
P001456,2024,2829
P001457,2021,2024
P001458,2022,1686
P001459,2022,2458
P001460,2023,3452
P001461,2022,2671
P001462,2018,3789
P001463,2018,1583
P001464,2024,4904
P001465,2024,2457
P001466,2019,4996
P001467,2022,4944
P001468,2018,853
P001469,2019,920
P001470,2020,4266
P001471,2024,4090
P001472,2022,4327
P001473,2018,1478
P001474,2018,3795
P001475,2024,4549
P001476,2020,1428
P001477,2018,1033
P001478,2021,1457
P001479,2019,2730
P001480,2020,144
P001481,2023,3467
P001482,2020,3926
P001483,2024,425
P001484,2019,4943
P001485,2021,4587
P001486,2023,777
P001487,2022,4759
P001488,2022,282
P001489,2021,1325
P001490,2022,3804
P001491,2019,2321
P001492,2021,4044
P001493,2023,3421
P001494,2023,4597
P001495,2020,1875
P001496,2019,798
P001497,2022,911
P001498,2024,3025
P001499,2019,1851
P001500,2024,2844
P001501,2021,1710
P001502,2023,4505
P001503,2023,1492
P001504,2022,4191
P001505,2019,3940
P001506,2021,1645
P001507,2021,4413
P001508,2018,1051
P001509,2022,2349
P001510,2024,4571
P001511,2019,2922
P001512,2024,4141
P001513,2019,576
P001514,2018,2815
P001515,2023,4947
P001516,2024,4254
P001517,2019,2971
P001518,2023,3226
P001519,2023,2863
P001520,2021,4397
P001521,2018,4419
P001522,2018,3462
P001523,2018,619
P001524,2021,4059
P001525,2019,4029
P001526,2020,2177
P001527,2024,3310
P001528,2019,4254
P001529,2021,1945
P001530,2021,2456
P001531,2021,547
P001532,2018,3742
P001533,2018,3954
P001534,2019,1099
P001535,2022,3090
P001536,2023,2440
P001537,2024,4962
P001538,2021,4656
P001539,2019,507
P001540,2018,1235
P001541,2019,3633
P001542,2021,3668
P001543,2023,3066
P001544,2020,3752
P001545,2022,4827
P001546,2018,3228
P001547,2019,4212
P001548,2019,3273
P001549,2022,4842
P001550,2020,386
P001551,2024,407
P001552,2023,4399
P001553,2019,1465
P001554,2023,2581
P001555,2021,297
P001556,2021,4630
P001557,2018,869
P001558,2022,721
P001559,2019,2641
P001560,2019,4142
P001561,2020,4103
P001562,2021,718
P001563,2020,2126
P001564,2024,4222
P001565,2024,3205
P001566,2021,4328
P001567,2020,3994
P001568,2019,568
P001569,2024,4032
P001570,2023,1484
P001571,2024,1227
P001572,2020,2372
P001573,2021,4103
P001574,2019,51
P001575,2019,1934
P001576,2023,1630
P001577,2019,295
P001578,2020,3639
P001579,2022,2914
P001580,2024,1202
P001581,2022,561
P001582,2022,62
P001583,2020,3581
P001584,2020,3163
P001585,2019,4429
P001586,2020,4942
P001587,2022,848
P001588,2022,1737
P001589,2018,4369
P001590,2018,972
P001591,2021,1000
P001592,2023,2122
P001593,2023,3239
P001594,2022,785
P001595,2024,1503
P001596,2021,1857
P001597,2019,3549
P001598,2019,2329
P001599,2022,4134
P001600,2018,229
P001601,2019,2434
P001602,2020,1380
P001603,2022,4708
P001604,2021,1302
P001605,2023,985
P001606,2020,831
P001607,2018,3408
P001608,2022,3366
P001609,2021,1762
P001610,2022,3837
P001611,2023,815
P001612,2022,2983
P001613,2021,792
P001614,2020,3704
P001615,2024,1991
P001616,2021,1568
P001617,2018,71
P001618,2022,627
P001619,2020,3295
P001620,2020,2134
P001621,2022,1639
P001622,2021,1737
P001623,2022,1707
P001624,2018,316
P001625,2019,1105
P001626,2020,1646
P001627,2024,155
P001628,2020,4944
P001629,2020,1982
P001630,2023,4026
P001631,2023,4134
P001632,2020,1028
P001633,2023,2671
P001634,2019,2062
P001635,2022,3249
P001636,2021,2524
P001637,2019,3187
P001638,2022,3059
P001639,2023,1136
P001640,2023,1828
P001641,2018,2448
P001642,2020,177
P001643,2023,252
P001644,2022,1363
P001645,2018,1126
P001646,2018,3112
P001647,2019,3190
P001648,2024,2506
P001649,2020,3928
P001650,2023,79
P001651,2022,573
P001652,2020,4319
P001653,2020,3109
P001654,2019,4258
P001655,2023,1698
P001656,2022,575
P001657,2023,3735
P001658,2021,2407
P001659,2019,4600
P001660,2022,1945
P001661,2018,1921
P001662,2024,1654
P001663,2018,4575
P001664,2018,2556
P001665,2020,1918
P001666,2020,3580
P001667,2018,244
P001668,2022,1523
P001669,2021,2559
P001670,2024,3760
P001671,2022,4728
P001672,2024,1743
P001673,2024,3610
P001674,2022,2502
P001675,2018,2691
P001676,2020,1689
P001677,2020,317
P001678,2020,76
P001679,2023,159
P001680,2022,2635
P001681,2021,1286
P001682,2021,2629
P001683,2022,2905
P001684,2021,752
P001685,2024,1827
P001686,2022,342
P001687,2023,3163
P001688,2024,4333
P001689,2022,1007
P001690,2021,848
P001691,2021,2032
P001692,2024,4979
P001693,2020,588
P001694,2024,4682
P001695,2022,3168
P001696,2024,3998
P001697,2022,4396
P001698,2020,3931
P001699,2018,2673
P001700,2022,2849
P001701,2020,3894
P001702,2018,526
P001703,2019,632
P001704,2021,537
P001705,2019,3882
P001706,2022,1070
P001707,2024,1650
P001708,2018,3251
P001709,2023,4923
P001710,2020,1256
P001711,2020,2886
P001712,2024,3052
P001713,2019,1633
P001714,2018,4865
P001715,2022,3426
P001716,2023,2630
P001717,2021,1747
P001718,2018,3979
P001719,2019,2130
P001720,2020,1568
P001721,2024,296
P001722,2024,3385
P001723,2021,991
P001724,2021,3721
P001725,2021,4815
P001726,2021,4445
P001727,2018,315
P001728,2024,596
P001729,2022,463
P001730,2022,60
P001731,2021,3892
P001732,2023,3518
P001733,2024,1208
P001734,2021,1692
P001735,2018,1055
P001736,2021,2728
P001737,2020,2178
P001738,2020,3731
P001739,2021,4331
P001740,2019,3866
P001741,2024,829
P001742,2020,1300
P001743,2024,3480
P001744,2024,2976
P001745,2024,4979
P001746,2022,1739
P001747,2023,635
P001748,2021,4272
P001749,2019,419
P001750,2020,1738
P001751,2023,1843
P001752,2020,3145
P001753,2024,4176
P001754,2018,491
P001755,2020,4679
P001756,2023,1756
P001757,2024,1108
P001758,2020,3233
P001759,2018,2718
P001760,2020,1107
P001761,2024,1974
P001762,2019,4502
P001763,2020,2207
P001764,2019,3437
P001765,2021,1284
P001766,2019,4240
P001767,2021,973
P001768,2023,1667
P001769,2024,3416
P001770,2023,2347
P001771,2024,1513
P001772,2024,775
P001773,2023,901
P001774,2018,3060
P001775,2021,130
P001776,2021,1011
P001777,2021,3649
P001778,2018,3062
P001779,2018,441
P001780,2022,2694
P001781,2021,3470
P001782,2022,675
P001783,2018,3812
P001784,2023,981
P001785,2020,2564
P001786,2024,1368
P001787,2019,4033
P001788,2019,2831
P001789,2024,2829
P001790,2018,712
P001791,2024,3662
P001792,2021,2615
P001793,2018,667
P001794,2022,3518
P001795,2021,1329
P001796,2019,3664
P001797,2019,4138
P001798,2019,2383
P001799,2022,3869
P001800,2021,3378
P001801,2023,3965
P001802,2019,301
P001803,2018,4847
P001804,2018,551
P001805,2021,1880
P001806,2022,3089
P001807,2019,3573
P001808,2021,1750
P001809,2021,2151
P001810,2022,2263
P001811,2018,2149
P001812,2019,1469
P001813,2023,1138
P001814,2019,1058
P001815,2022,3508
P001816,2022,316
P001817,2019,3008
P001818,2020,4047
P001819,2020,2271
P001820,2020,2544
P001821,2018,980
P001822,2022,4071
P001823,2021,3571
P001824,2023,4954
P001825,2024,3306
P001826,2023,2477
P001827,2018,2663
P001828,2022,1279
P001829,2022,4305
P001830,2019,135
P001831,2021,1046
P001832,2024,3391
P001833,2019,4646
P001834,2020,402
P001835,2023,1153
P001836,2024,1244
P001837,2024,2405
P001838,2021,1262
P001839,2023,4442
P001840,2023,4300
P001841,2020,2081
P001842,2023,2510
P001843,2022,128
P001844,2023,2655
P001845,2023,1967
P001846,2022,3162
P001847,2024,4973
P001848,2021,360
P001849,2018,3724
P001850,2024,2808
P001851,2021,4240
P001852,2021,1370
P001853,2019,2737
P001854,2024,1304
P001855,2023,4249
P001856,2020,805
P001857,2024,2091
P001858,2018,155
P001859,2024,931
P001860,2022,4208
P001861,2021,229
P001862,2019,734
P001863,2018,1343
P001864,2024,3971
P001865,2021,1532
P001866,2023,1123
P001867,2022,3540
P001868,2019,3330
P001869,2023,277
P001870,2022,3111
P001871,2023,3412
P001872,2020,909
P001873,2023,3428
P001874,2018,2925
P001875,2023,3584
P001876,2020,755
P001877,2023,2195
P001878,2018,3344
P001879,2022,693
P001880,2020,2672
P001881,2023,4331
P001882,2023,2366
P001883,2024,1842
P001884,2023,4513
P001885,2018,3248
P001886,2021,4446
P001887,2021,2284
P001888,2018,3004
P001889,2018,2898
P001890,2019,3152
P001891,2019,1602
P001892,2023,4345
P001893,2019,1117
P001894,2023,2426
P001895,2023,4691
P001896,2021,4276
P001897,2022,704
P001898,2022,1099
P001899,2022,2991
P001900,2019,4357
P001901,2019,1109
P001902,2024,1374
P001903,2021,3564
P001904,2019,2368
P001905,2021,4597
P001906,2018,4158
P001907,2020,1268
P001908,2021,3225
P001909,2022,1986
P001910,2021,3356
P001911,2023,1934
P001912,2022,4038
P001913,2023,1493
P001914,2018,4385
P001915,2019,4858
P001916,2021,4031
P001917,2019,3953
P001918,2020,378
P001919,2020,3774
P001920,2021,1148
P001921,2024,2436
P001922,2020,2714
P001923,2022,3651
P001924,2023,2353
P001925,2020,1445
P001926,2020,4157
P001927,2021,3340
P001928,2024,2437
P001929,2019,1649
P001930,2019,817
P001931,2022,837
P001932,2022,1652
P001933,2023,4845
P001934,2023,4678
P001935,2019,1753
P001936,2023,4015
P001937,2023,2100
P001938,2019,4076
P001939,2021,1350
P001940,2018,1523
P001941,2020,4545
P001942,2022,53
P001943,2022,188
P001944,2023,3717
P001945,2021,2886
P001946,2021,3423
P001947,2018,2363
P001948,2018,4712
P001949,2022,4194
P001950,2024,1796
P001951,2018,2907
P001952,2019,4097
P001953,2024,1705
P001954,2020,3832
P001955,2022,4747
P001956,2020,1732
P001957,2020,1239
P001958,2023,3335
P001959,2022,3504
P001960,2022,1315
P001961,2024,177
P001962,2024,2266
P001963,2019,2787
P001964,2024,4155
P001965,2021,3264
P001966,2019,4785
P001967,2022,1493
P001968,2021,738
P001969,2023,2314
P001970,2020,3233
P001971,2019,2661
P001972,2020,1770
P001973,2022,2549
P001974,2019,1604
P001975,2021,3833
P001976,2021,901
P001977,2023,1296
P001978,2020,2854
P001979,2020,1744
P001980,2018,3900
P001981,2019,3558
P001982,2019,4786
P001983,2018,1399
P001984,2022,1596
P001985,2019,521
P001986,2019,4342
P001987,2019,3210
P001988,2019,1937
P001989,2019,3543
P001990,2020,3058
P001991,2024,1648
P001992,2024,752
P001993,2024,2051
P001994,2022,1681
P001995,2022,1142
P001996,2018,4783
P001997,2019,3335
P001998,2022,1047
P001999,2021,1234
P002000,2020,3383
P002001,2021,3293
P002002,2020,2508
P002003,2024,1862
P002004,2018,1647
P002005,2018,77
P002006,2022,4706
P002007,2022,2763
P002008,2022,3179
P002009,2024,985
P002010,2019,3153
P002011,2018,203
P002012,2019,4219
P002013,2021,1534
P002014,2020,1605
P002015,2021,3746
P002016,2022,1107
P002017,2023,4061
P002018,2018,4879
P002019,2023,3461
P002020,2024,817
P002021,2022,1874
P002022,2019,4649
P002023,2020,3527
P002024,2022,1611
P002025,2018,3243
P002026,2019,4570
P002027,2019,2059
P002028,2019,556
P002029,2018,4217
P002030,2020,4732
P002031,2024,1567
P002032,2018,2188
P002033,2018,4060
P002034,2022,4739
P002035,2023,2679
P002036,2023,3684
P002037,2024,2710
P002038,2020,4267
P002039,2018,110
P002040,2020,2338
P002041,2018,4778
P002042,2021,1747
P002043,2021,1196
P002044,2023,2682
P002045,2019,434
P002046,2019,3302
P002047,2018,4579
P002048,2019,4953
P002049,2024,3896
P002050,2020,2173
P002051,2023,2556
P002052,2023,3296
P002053,2019,2209
P002054,2022,3899
P002055,2024,1839
P002056,2022,3925
P002057,2022,272
P002058,2022,1941
P002059,2022,118
P002060,2021,2252
P002061,2018,2445
P002062,2024,1241
P002063,2018,3871
P002064,2020,2412
P002065,2020,4919
P002066,2022,3633
P002067,2019,1796
P002068,2024,3582
P002069,2024,189
P002070,2023,897
P002071,2024,932
P002072,2020,637
P002073,2019,1583
P002074,2023,4689
P002075,2024,2722
P002076,2024,3444
P002077,2021,1685
P002078,2019,1419
P002079,2023,124
P002080,2019,671
P002081,2021,4451
P002082,2022,4160
P002083,2019,4593
P002084,2024,2185
P002085,2022,705
P002086,2019,3992
P002087,2019,838
P002088,2020,3344
P002089,2024,450
P002090,2018,940
P002091,2022,4460
P002092,2023,4442
P002093,2018,1981
P002094,2019,2856
P002095,2020,3173
P002096,2018,3505
P002097,2023,105
P002098,2020,2423
P002099,2018,2097
P002100,2018,1049
P002101,2023,314
P002102,2020,1307
P002103,2019,2700
P002104,2024,3749
P002105,2023,1079
P002106,2019,1147
P002107,2023,1450
P002108,2024,3582
P002109,2021,454
P002110,2022,3485
P002111,2023,4919
P002112,2024,2250
P002113,2018,2262
P002114,2020,4734
P002115,2022,3771
P002116,2020,854
P002117,2023,775
P002118,2023,4976
P002119,2024,4955
P002120,2023,4083
P002121,2019,842
P002122,2018,4992
P002123,2020,3902
P002124,2018,1442
P002125,2020,125
P002126,2018,1356
P002127,2024,4261
P002128,2019,3468
P002129,2023,3003
P002130,2024,4776
P002131,2021,2908
P002132,2022,1591
P002133,2021,1534
P002134,2018,3381
P002135,2020,2829
P002136,2024,493
P002137,2022,1959
P002138,2018,902
P002139,2020,512
P002140,2021,4053
P002141,2021,4064
P002142,2019,4988
P002143,2019,4921
P002144,2020,210
P002145,2023,1610
P002146,2022,2261
P002147,2023,2143
P002148,2023,876
P002149,2023,4527
P002150,2024,2102
P002151,2023,2700
P002152,2018,2706
P002153,2019,2765
P002154,2020,1195
P002155,2020,2239
P002156,2024,2680
P002157,2018,1765
P002158,2023,2775
P002159,2024,2671
P002160,2019,2306
P002161,2018,661
P002162,2022,4292
P002163,2021,4804
P002164,2019,347
P002165,2024,2254
P002166,2024,4676
P002167,2024,643
P002168,2022,2935
P002169,2018,3358
P002170,2022,1462
P002171,2021,1082
P002172,2021,4389
P002173,2020,966
P002174,2019,1963
P002175,2021,3960
P002176,2022,3801
P002177,2022,1612
P002178,2019,3267
P002179,2020,1916
P002180,2022,2573
P002181,2021,3682
P002182,2022,2718
P002183,2022,4495
P002184,2019,3032
P002185,2018,1598
P002186,2019,3504
P002187,2021,4640
P002188,2023,2500
P002189,2022,4699
P002190,2024,4124
P002191,2024,2248
P002192,2019,4301
P002193,2018,717
P002194,2018,3944
P002195,2023,4104
P002196,2022,4834
P002197,2023,4631
P002198,2019,2678
P002199,2024,4971
P002200,2023,2359
P002201,2020,644
P002202,2019,3836
P002203,2018,4967
P002204,2024,2081
P002205,2020,2177
P002206,2020,4768
P002207,2020,2483
P002208,2024,3745
P002209,2022,2300
P002210,2024,1848
P002211,2019,370
P002212,2022,193
P002213,2023,517
P002214,2018,4735
P002215,2023,3397
P002216,2023,78
P002217,2024,2309
P002218,2021,4553
P002219,2018,3679
P002220,2024,431
P002221,2020,1692
P002222,2022,1435
P002223,2018,901
P002224,2024,973
P002225,2018,3411
P002226,2018,4145
P002227,2021,1937
P002228,2019,3420
P002229,2022,4798
P002230,2020,1855
P002231,2020,3998
P002232,2021,2032
P002233,2023,4594
P002234,2020,2712
P002235,2024,4308
P002236,2022,703
P002237,2024,3389
P002238,2021,1237
P002239,2018,3839
P002240,2022,1449
P002241,2022,2556
P002242,2018,3181
P002243,2018,2951
P002244,2023,1118
P002245,2019,67
P002246,2020,3092
P002247,2020,818
P002248,2018,3590
P002249,2020,3910
P002250,2020,1335
P002251,2020,280
P002252,2019,872
P002253,2024,3452
P002254,2023,1938
P002255,2018,1078
P002256,2023,887
P002257,2018,3989
P002258,2024,4018
P002259,2018,4636
P002260,2018,1394
P002261,2023,3469
P002262,2019,1932
P002263,2019,1798
P002264,2023,431
P002265,2023,3164
P002266,2019,4832
P002267,2024,3477
P002268,2023,3069
P002269,2024,116
P002270,2018,106
P002271,2023,1601
P002272,2022,2640
P002273,2020,3451
P002274,2024,1712
P002275,2023,2804
P002276,2018,2272
P002277,2018,2507
P002278,2023,1153
P002279,2022,3025
P002280,2022,974
P002281,2022,3118
P002282,2022,2403
P002283,2018,4381
P002284,2020,3026
P002285,2022,1120
P002286,2024,4302
P002287,2024,3667
P002288,2019,4904
P002289,2019,1725
P002290,2018,2288
P002291,2023,4616
P002292,2020,1846
P002293,2019,3983
P002294,2019,615
P002295,2021,842
P002296,2019,1510
P002297,2024,163
P002298,2023,2896
P002299,2023,2408
P002300,2021,4148
P002301,2023,1283
P002302,2021,1092
P002303,2021,2805
P002304,2024,3004
P002305,2021,3592
P002306,2019,1490
P002307,2023,3195
P002308,2024,2680
P002309,2019,941
P002310,2018,703
P002311,2022,2641
P002312,2021,1299
P002313,2019,4502
P002314,2018,1274
P002315,2023,4939
P002316,2021,1369
P002317,2021,4354
P002318,2023,4553
P002319,2021,317
P002320,2021,3380
P002321,2023,4128
P002322,2023,3246
P002323,2020,1388
P002324,2021,4390
P002325,2021,630
P002326,2019,503
P002327,2020,2325
P002328,2020,2344
P002329,2021,4307
P002330,2021,584
P002331,2020,2385
P002332,2020,2378
P002333,2021,106
P002334,2024,2706
P002335,2020,4915
P002336,2019,2641
P002337,2023,2533
P002338,2021,1112
P002339,2023,3536
P002340,2019,2797
P002341,2022,768
P002342,2022,2575
P002343,2022,3120
P002344,2020,2294
P002345,2018,523
P002346,2020,4853
P002347,2019,2733
P002348,2018,3934
P002349,2023,3668
P002350,2021,4705
P002351,2018,1045
P002352,2024,2915
P002353,2022,396
P002354,2023,4527
P002355,2019,3425
P002356,2018,2498
P002357,2020,460
P002358,2023,987
P002359,2021,4752
P002360,2022,2488
P002361,2024,4404
P002362,2019,921
P002363,2023,2100
P002364,2023,506
P002365,2018,4466
P002366,2024,2079
P002367,2022,732
P002368,2023,3170
P002369,2018,2184
P002370,2023,3226
P002371,2020,2824
P002372,2020,2264
P002373,2021,2642
P002374,2023,892
P002375,2018,4321
P002376,2023,997
P002377,2022,1856
P002378,2020,4307
P002379,2019,808
P002380,2018,1072
P002381,2020,3520
P002382,2018,3019
P002383,2020,4996
P002384,2024,3410
P002385,2022,2699
P002386,2024,4635
P002387,2021,4127
P002388,2020,4243
P002389,2020,4427
P002390,2019,4617
P002391,2018,3830
P002392,2023,1686
P002393,2019,2810
P002394,2019,3674
P002395,2021,1420
P002396,2020,4797
P002397,2023,1741
P002398,2024,4374
P002399,2021,4961
P002400,2020,107
P002401,2022,259
P002402,2024,3884
P002403,2021,3024
P002404,2020,4443
P002405,2019,889
P002406,2023,1940
P002407,2022,1139
P002408,2022,270
P002409,2023,659
P002410,2023,3786
P002411,2018,3818
P002412,2024,1899
P002413,2020,2058
P002414,2018,103
P002415,2023,754
P002416,2021,264
P002417,2019,3211
P002418,2018,3747
P002419,2023,4671
P002420,2021,2476
P002421,2020,219
P002422,2020,634
P002423,2019,4367
P002424,2021,1313
P002425,2022,3782
P002426,2019,2373
P002427,2024,893
P002428,2021,3340
P002429,2020,818
P002430,2021,1895
P002431,2018,1242
P002432,2019,944
P002433,2022,3494
P002434,2021,1990
P002435,2020,4180
P002436,2018,4942
P002437,2021,3978
P002438,2019,2439
P002439,2022,2966
P002440,2021,3499
P002441,2023,2829
P002442,2020,2566
P002443,2024,3641
P002444,2019,3582
P002445,2019,3137
P002446,2022,1749
P002447,2018,2191
P002448,2022,3274
P002449,2023,2666
P002450,2018,873
P002451,2023,4959
P002452,2021,1024
P002453,2020,164
P002454,2021,1215
P002455,2022,1050
P002456,2019,4382
P002457,2018,146
P002458,2018,3058
P002459,2020,980
P002460,2019,2109
P002461,2022,1448
P002462,2021,573
P002463,2019,205
P002464,2024,4309
P002465,2019,3430
P002466,2024,3013
P002467,2018,4079
P002468,2021,3305
P002469,2023,753
P002470,2020,4930
P002471,2020,3027
P002472,2018,1466
P002473,2021,4079
P002474,2018,4584
P002475,2022,4879
P002476,2018,948
P002477,2024,1641
P002478,2019,3791
P002479,2022,629
P002480,2023,3025
P002481,2019,3030
P002482,2022,3296
P002483,2024,4054
P002484,2019,4006
P002485,2024,4563
P002486,2021,2972
P002487,2024,4524
P002488,2023,4684
P002489,2024,3590
P002490,2020,4826
P002491,2021,4074
P002492,2019,2185
P002493,2021,1941
P002494,2021,2206
P002495,2018,3426
P002496,2024,4750
P002497,2024,2590
P002498,2022,1790
P002499,2020,1151
P002500,2018,394
P002501,2018,180
P002502,2024,4291
P002503,2021,2951
P002504,2022,3837
P002505,2020,1998
P002506,2024,2335
P002507,2020,4966
P002508,2018,3884
P002509,2021,712
P002510,2022,74
P002511,2022,786
P002512,2023,1093
P002513,2022,3810
P002514,2019,3089
P002515,2021,4828
P002516,2021,1626
P002517,2020,1284
P002518,2024,585
P002519,2021,2206
P002520,2020,1380
P002521,2024,1145
P002522,2020,3705
P002523,2024,4573
P002524,2019,1492
P002525,2022,222
P002526,2019,3704
P002527,2021,1497
