Project_ID,ROI_Percentage
P001747,4.37
P001748,13.29
P001749,15.53
P001750,14.15
P001751,5.15
P001752,8.21
P001753,6.5
P001754,5.67
P001755,17.13
P001756,7.86
P001757,11.97
P001758,5.16
P001759,13.91
P001760,6.54
P001761,6.66
P001762,4.58
P001763,4.36
P001764,10.53
P001765,5.95
P001766,8.59
P001767,8.11
P001768,13.51
P001769,16.79
P001770,9.16
P001771,11.01
P001772,17.91
P001773,5.54
P001774,13.67
P001775,16.53
P001776,15.82
P001777,12.37
P001778,4.03
P001779,11.09
P001780,6.82
P001781,11.87
P001782,16.01
P001783,16.8
P001784,17.35
P001785,8.79
P001786,10.6
P001787,17.39
P001788,9.93
P001789,4.81
P001790,10.39
P001791,7.64
P001792,5.06
P001793,10.63
P001794,12.98
P001795,7.22
P001796,4.84
P001797,9.15
P001798,15.65
P001799,9.67
P001800,4.82
P001801,14.62
P001802,7.55
P001803,14.93
P001804,12.24
P001805,14.45
P001806,11.03
P001807,8.55
P001808,6.28
P001809,8.04
P001810,12.31
P001811,12.64
P001812,13.36
P001813,12.65
P001814,4.77
P001815,7.69
P001816,16.67
P001817,15.43
P001818,5.18
P001819,10.82
P001820,12.97
P001821,17.31
P001822,5.28
P001823,4.01
P001824,13.62
P001825,16.34
P001826,12.83
P001827,11.51
P001828,11.51
P001829,4.49
P001830,17.43
P001831,4.25
P001832,16.08
P001833,6.97
P001834,14.08
P001835,11.05
P001836,5.43
P001837,6.68
P001838,11.74
P001839,4.07
P001840,4.96
P001841,15.87
P001842,12.2
P001843,4.8
P001844,15.01
P001845,6.24
P001846,17.09
P001847,11.42
P001848,16.67
P001849,11.59
P001850,5.7
P001851,13.91
P001852,10.54
P001853,16.04
P001854,8.13
P001855,4.13
P001856,10.54
P001857,8.49
P001858,4.65
P001859,8.74
P001860,5.85
P001861,8.38
P001862,14.3
P001863,11.25
P001864,5.64
P001865,10.67
P001866,14.89
P001867,5.43
P001868,10.56
P001869,11.96
P001870,9.63
P001871,10.21
P001872,15.43
P001873,11.29
P001874,5.36
P001875,8.63
P001876,13.28
P001877,12.8
P001878,5.37
P001879,9.71
P001880,11.92
P001881,6.71
P001882,11.95
P001883,15.06
P001884,10.13
P001885,7.32
P001886,4.44
P001887,4.19
P001888,12.96
P001889,9.01
P001890,6.65
P001891,16.92
P001892,16.87
P001893,13.2
P001894,16.85
P001895,11.07
P001896,12.97
P001897,13.98
P001898,6.52
P001899,4.95
P001900,5.77
P001901,14.39
P001902,12.84
P001903,14.92
P001904,5.66
P001905,9.27
P001906,13.61
P001907,11.92
P001908,13.78
P001909,16.84
P001910,12.77
P001911,12.42
P001912,6.02
P001913,10.77
P001914,13.12
P001915,17.73
P001916,6.7
P001917,6.06
P001918,17.07
P001919,14.9
P001920,13.68
P001921,8.71
P001922,8.44
P001923,10.65
P001924,5.65
P001925,5.19
P001926,10.16
P001927,10.4
P001928,14.45
P001929,11.82
P001930,15.45
P001931,16.61
P001932,6.08
P001933,10.04
P001934,9.43
P001935,6.89
P001936,5.9
P001937,14.87
P001938,12.79
P001939,4.05
P001940,16.7
P001941,16.94
P001942,9.39
P001943,11.16
P001944,4.59
P001945,15.38
P001946,12.55
P001947,14.35
P001948,10.49
P001949,14.24
P001950,5.85
P001951,10.69
P001952,17.74
P001953,9.07
P001954,15.06
P001955,9.36
P001956,4.72
P001957,15.77
P001958,4.44
P001959,6.72
P001960,8.69
P001961,10.91
P001962,13.93
P001963,16.79
P001964,6.53
P001965,14.3
P001966,7.47
P001967,17.56
P001968,9.73
P001969,10.65
P001970,8.41
P001971,13.54
P001972,15.39
P001973,6.55
P001974,16.04
P001975,5.67
P001976,16.04
P001977,11.82
P001978,17.49
P001979,5.9
P001980,17.43
P001981,13.44
P001982,4.48
P001983,14.02
P001984,4.44
P001985,6.31
P001986,8.02
P001987,13.58
P001988,16.08
P001989,15.96
P001990,17.77
P001991,5.97
P001992,10.1
P001993,17.85
P001994,8.78
P001995,4.21
P001996,7.96
P001997,5.92
P001998,6.02
P001999,8.35
P002000,7.03
P002001,16.53
P002002,17.18
P002003,8.58
P002004,12.84
P002005,16.32
P002006,9.98
P002007,15.75
P002008,13.97
P002009,8.97
P002010,12.87
P002011,16.74
P002012,13.05
P002013,4.57
P002014,6.85
P002015,14.66
P002016,6.87
P002017,9.18
P002018,17.94
P002019,16.69
P002020,17.35
P002021,13.6
P002022,5.58
P002023,12.89
P002024,8.27
P002025,4.75
P002026,14.66
P002027,16.73
P002028,9.77
P002029,8.15
P002030,8.99
P002031,4.71
P002032,14.19
P002033,17.68
P002034,7.26
P002035,15.63
P002036,12.28
P002037,8.74
P002038,4.1
P002039,15.75
P002040,5.14
P002041,5.33
P002042,7.83
P002043,14.17
P002044,15.73
P002045,15.93
P002046,16.72
P002047,17.75
P002048,16.69
P002049,5.14
P002050,16.52
P002051,5.11
P002052,13.33
P002053,12.29
P002054,8.47
P002055,8.92
P002056,7.19
P002057,14.06
P002058,17.26
P002059,7.71
P002060,16.36
P002061,11.39
P002062,14.77
P002063,10.16
P002064,7.65
P002065,16.62
P002066,9.85
P002067,12.3
P002068,12.48
P002069,12.35
P002070,17.34
P002071,7.5
P002072,4.41
P002073,9.73
P002074,8.24
P002075,13.57
P002076,10.1
P002077,4.99
P002078,16.9
P002079,15.51
P002080,11.84
P002081,11.6
P002082,16.18
P002083,5.05
P002084,16.32
P002085,13.3
P002086,10.07
P002087,13.42
P002088,9.05
P002089,14.65
P002090,17.24
P002091,12.85
P002092,12.79
P002093,15.1
P002094,6.55
P002095,4.33
P002096,7.8
P002097,5.43
P002098,12.91
P002099,17.11
P002100,9.84
P002101,17.23
P002102,5.94
P002103,17.73
P002104,15.85
P002105,10.22
P002106,7.17
P002107,9.73
P002108,6.29
P002109,8.55
P002110,17.8
P002111,11.63
P002112,15.71
P002113,5.69
P002114,9.96
P002115,5.23
P002116,6.94
P002117,10.45
P002118,16.44
P002119,11.93
P002120,6.58
P002121,7.24
P002122,10.76
P002123,17.26
P002124,16.68
P002125,12.74
P002126,10.74
P002127,6.51
P002128,17.2
P002129,4.1
P002130,7.21
P002131,17.09
P002132,9.26
P002133,7.33
P002134,12.74
P002135,17.08
P002136,6.42
P002137,17.56
P002138,7.48
P002139,4.22
P002140,17.14
P002141,5.27
P002142,7.6
P002143,12.97
P002144,9.15
P002145,12.41
P002146,15.75
P002147,16.47
P002148,7.45
P002149,4.43
P002150,7.16
P002151,14.11
P002152,5.59
P002153,11.83
P002154,7.13
P002155,12.45
P002156,14.77
P002157,8.26
P002158,11.66
P002159,7.71
P002160,14.67
P002161,15.71
P002162,7.7
P002163,12.43
P002164,5.39
P002165,5.95
P002166,11.4
P002167,16.72
P002168,4.77
P002169,5.6
P002170,8.4
P002171,9.36
P002172,13.01
P002173,10.56
P002174,8.24
P002175,15.26
P002176,12.88
P002177,10.28
P002178,14.32
P002179,4.41
P002180,16.38
P002181,15.57
P002182,13.39
P002183,15.82
P002184,15.68
P002185,8.04
P002186,4.14
P002187,5.72
P002188,5.18
P002189,17.28
P002190,8.54
P002191,12.2
P002192,11.85
P002193,9.54
P002194,7.0
P002195,9.72
P002196,10.49
P002197,16.66
P002198,4.37
P002199,4.5
P002200,6.32
P002201,7.75
P002202,5.37
P002203,4.47
P002204,17.83
P002205,11.52
P002206,11.53
P002207,6.65
P002208,7.66
P002209,16.5
P002210,17.55
P002211,11.54
P002212,4.98
P002213,11.13
P002214,7.93
P002215,11.82
P002216,5.15
P002217,16.36
P002218,13.28
P002219,8.03
P002220,16.08
P002221,7.01
P002222,13.0
P002223,4.11
P002224,15.1
P002225,5.31
P002226,11.91
P002227,8.02
P002228,5.43
P002229,6.96
P002230,7.39
P002231,14.76
P002232,15.5
P002233,9.57
P002234,7.52
P002235,15.14
P002236,4.71
P002237,12.58
P002238,13.84
P002239,13.92
P002240,15.22
P002241,9.51
P002242,8.47
P002243,14.03
P002244,8.29
P002245,6.49
P002246,9.32
P002247,5.17
P002248,6.93
P002249,11.75
P002250,10.69
P002251,15.52
P002252,15.22
P002253,8.45
P002254,11.73
P002255,16.3
P002256,13.89
P002257,17.96
P002258,8.97
P002259,4.52
P002260,12.12
P002261,11.08
P002262,5.1
P002263,12.49
P002264,9.3
P002265,9.99
P002266,15.48
P002267,12.57
P002268,10.99
P002269,6.71
P002270,6.26
P002271,6.16
P002272,9.78
P002273,16.4
P002274,5.48
P002275,6.88
P002276,4.05
P002277,13.46
P002278,4.97
P002279,5.76
P002280,14.13
P002281,8.67
P002282,6.33
P002283,17.94
P002284,15.73
P002285,8.63
P002286,6.37
P002287,15.8
P002288,15.43
P002289,9.65
P002290,17.77
P002291,6.02
P002292,9.57
P002293,14.79
P002294,16.33
P002295,9.32
P002296,17.14
P002297,15.37
P002298,5.3
P002299,6.87
P002300,12.86
P002301,9.3
P002302,17.72
P002303,9.24
P002304,8.3
P002305,16.13
P002306,4.33
P002307,17.96
P002308,12.68
P002309,13.2
P002310,7.03
P002311,9.68
P002312,8.78
P002313,6.81
P002314,8.1
P002315,5.5
P002316,14.8
P002317,13.34
P002318,9.62
P002319,15.91
P002320,5.29
P002321,13.42
P002322,14.12
P002323,9.47
P002324,17.08
P002325,5.32
P002326,5.13
P002327,16.69
P002328,13.03
P002329,7.77
P002330,5.15
P002331,8.11
P002332,4.14
P002333,10.48
P002334,17.01
P002335,4.11
P002336,7.52
P002337,11.52
P002338,9.99
P002339,14.53
P002340,6.06
P002341,4.07
P002342,15.0
P002343,6.58
P002344,12.85
P002345,16.57
P002346,12.81
P002347,13.6
P002348,6.71
P002349,4.26
P002350,14.5
P002351,6.29
P002352,9.34
P002353,5.52
P002354,4.67
P002355,15.64
P002356,13.4
P002357,5.55
P002358,5.91
P002359,10.65
P002360,10.67
P002361,9.44
P002362,15.95
P002363,6.22
P002364,10.58
P002365,6.75
P002366,16.11
P002367,7.83
P002368,13.01
P002369,5.26
P002370,17.16
P002371,9.79
P002372,15.47
P002373,8.25
P002374,15.42
P002375,9.47
P002376,14.13
P002377,8.28
P002378,12.12
P002379,9.78
P002380,12.66
P002381,16.91
P002382,6.08
P002383,11.23
P002384,15.64
P002385,7.76
P002386,13.37
P002387,9.78
P002388,16.61
P002389,7.33
P002390,12.32
P002391,10.55
P002392,17.78
P002393,16.32
P002394,5.75
P002395,16.99
P002396,8.37
P002397,18.0
P002398,8.35
P002399,13.1
P002400,12.03
P002401,10.04
P002402,14.69
P002403,10.23
P002404,11.38
P002405,6.28
P002406,5.8
P002407,15.41
P002408,4.42
P002409,15.41
P002410,4.49
P002411,16.06
P002412,15.27
P002413,11.32
P002414,8.94
P002415,16.87
P002416,6.61
P002417,11.22
P002418,5.98
P002419,8.32
P002420,5.86
P002421,15.92
P002422,16.57
P002423,10.34
P002424,16.73
P002425,7.66
P002426,6.68
P002427,17.53
P002428,5.12
P002429,10.13
P002430,8.08
P002431,8.55
P002432,10.24
P002433,7.9
P002434,14.73
P002435,13.96
P002436,9.05
P002437,5.98
P002438,6.4
P002439,8.68
P002440,12.97
P002441,11.87
P002442,9.88
P002443,16.02
P002444,9.98
P002445,4.32
P002446,9.66
P002447,13.85
P002448,8.89
P002449,9.59
P002450,14.26
P002451,12.98
P002452,6.43
P002453,7.85
P002454,12.0
P002455,13.47
P002456,16.81
P002457,16.61
P002458,4.99
P002459,17.72
P002460,8.82
P002461,7.39
P002462,16.29
P002463,13.46
P002464,10.77
P002465,17.79
P002466,9.45
P002467,14.5
P002468,12.83
P002469,8.84
P002470,12.38
P002471,17.46
P002472,7.07
P002473,14.52
P002474,8.7
P002475,10.08
P002476,16.07
P002477,11.51
P002478,15.18
P002479,8.92
P002480,5.82
P002481,10.52
P002482,5.62
P002483,11.16
P002484,13.0
P002485,17.02
P002486,14.4
P002487,7.02
P002488,16.37
P002489,4.49
P002490,8.2
P002491,15.55
P002492,14.29
P002493,9.57
P002494,9.69
P002495,9.41
P002496,7.4
P002497,9.64
P002498,10.08
P002499,12.06
P002500,7.32
P002501,9.59
P002502,6.44
P002503,6.83
P002504,11.08
P002505,8.42
P002506,14.65
P002507,12.07
P002508,9.37
P002509,11.2
P002510,4.27
P002511,8.26
P002512,16.73
P002513,12.44
P002514,12.96
P002515,7.73
P002516,5.99
P002517,15.4
P002518,12.91
P002519,12.45
P002520,6.01
P002521,8.55
P002522,12.71
P002523,13.28
P002524,8.59
P002525,5.41
P002526,15.9
P002527,15.33
P002528,4.95
P002529,16.66
P002530,7.63
P002531,12.67
P002532,15.79
P002533,7.24
P002534,10.83
P002535,10.88
P002536,16.67
P002537,14.22
P002538,5.72
P002539,12.66
P002540,10.72
P002541,7.33
P002542,17.82
P002543,6.91
P002544,16.12
P002545,4.04
P002546,17.78
P002547,11.18
P002548,13.01
P002549,4.28
P002550,12.47
P002551,8.57
P002552,9.18
P002553,14.26
P002554,16.41
P002555,9.16
P002556,6.53
P002557,13.11
P002558,5.31
P002559,9.01
P002560,9.84
P002561,13.5
P002562,12.2
P002563,5.01
P002564,5.71
P002565,4.38
P002566,7.91
P002567,12.73
P002568,15.09
P002569,5.46
P002570,13.78
P002571,11.23
P002572,17.27
P002573,15.47
P002574,17.68
P002575,9.98
P002576,10.22
P002577,4.64
P002578,17.0
P002579,8.11
P002580,11.95
P002581,9.62
P002582,7.2
P002583,5.02
P002584,11.53
P002585,11.77
P002586,17.42
P002587,10.6
P002588,11.93
P002589,13.78
P002590,4.48
P002591,4.91
P002592,13.6
P002593,9.56
P002594,16.91
P002595,6.21
P002596,11.25
P002597,16.96
P002598,8.35
P002599,17.62
P002600,4.73
P002601,13.93
P002602,5.13
P002603,7.31
P002604,5.81
P002605,9.17
P002606,13.54
P002607,5.71
P002608,4.31
P002609,4.32
P002610,14.07
P002611,5.61
P002612,15.95
P002613,9.05
P002614,12.69
P002615,7.75
P002616,8.41
P002617,12.5
P002618,9.52
P002619,7.07
P002620,11.99
P002621,8.39
P002622,15.01
P002623,12.66
P002624,7.62
P002625,4.05
P002626,8.76
P002627,11.0
P002628,4.63
P002629,5.95
P002630,10.91
P002631,5.36
P002632,17.69
P002633,10.51
P002634,10.96
P002635,6.6
P002636,9.59
P002637,10.65
P002638,15.74
P002639,11.46
P002640,7.35
P002641,13.79
P002642,8.22
P002643,7.88
P002644,4.23
P002645,8.04
P002646,9.51
P002647,6.71
P002648,5.45
P002649,4.27
P002650,5.7
P002651,13.74
P002652,8.14
P002653,17.52
P002654,9.24
P002655,9.73
P002656,16.7
P002657,13.96
P002658,17.6
P002659,14.83
P002660,7.67
P002661,16.47
P002662,5.49
P002663,5.69
P002664,11.5
P002665,11.15
P002666,16.12
P002667,9.33
P002668,9.64
P002669,12.24
P002670,11.75
P002671,11.06
P002672,7.4
P002673,6.61
P002674,12.58
P002675,14.15
P002676,11.83
P002677,12.88
P002678,7.75
P002679,4.81
P002680,12.64
P002681,14.35
P002682,10.87
P002683,8.29
P002684,5.66
P002685,14.87
P002686,9.0
P002687,17.43
P002688,13.25
P002689,16.51
P002690,5.7
P002691,5.64
P002692,12.69
P002693,8.37
P002694,9.9
P002695,16.49
P002696,13.08
P002697,4.27
P002698,15.36
P002699,9.92
P002700,17.7
P002701,10.83
P002702,16.8
P002703,6.41
P002704,16.34
P002705,4.47
P002706,9.96
P002707,13.85
P002708,10.42
P002709,14.18
P002710,6.33
P002711,14.62
P002712,6.95
P002713,14.41
P002714,6.17
P002715,8.94
P002716,6.29
P002717,11.22
P002718,10.87
P002719,5.78
P002720,17.5
P002721,10.75
P002722,10.37
P002723,17.52
P002724,14.39
P002725,4.07
P002726,17.26
P002727,16.24
P002728,4.57
P002729,11.88
P002730,15.28
P002731,11.84
P002732,5.63
P002733,10.72
P002734,5.55
P002735,7.91
P002736,12.6
P002737,13.71
P002738,9.11
P002739,13.53
P002740,16.88
P002741,5.3
P002742,9.29
P002743,5.36
P002744,6.58
P002745,4.81
P002746,5.55
P002747,14.32
P002748,12.53
P002749,4.16
P002750,6.6
P002751,7.48
P002752,6.21
P002753,5.28
P002754,14.13
P002755,7.27
P002756,5.29
P002757,5.96
P002758,10.77
P002759,8.79
P002760,10.46
P002761,14.59
P002762,12.52
P002763,16.49
P002764,12.61
P002765,5.69
P002766,8.91
P002767,4.68
P002768,14.71
P002769,12.02
P002770,9.17
P002771,11.96
P002772,12.34
P002773,13.35
P002774,4.73
P002775,16.08
P002776,10.17
P002777,9.7
P002778,16.01
P002779,8.36
P002780,8.72
P002781,9.77
P002782,12.24
P002783,4.87
P002784,8.16
P002785,12.75
P002786,12.72
P002787,17.82
P002788,14.14
P002789,10.52
P002790,10.15
P002791,12.53
P002792,7.21
P002793,15.02
P002794,15.91
P002795,5.71
P002796,7.28
P002797,12.48
P002798,15.71
P002799,13.99
P002800,16.48
P002801,8.36
P002802,11.49
P002803,15.33
P002804,12.9
P002805,6.74
P002806,17.82
P002807,5.02
P002808,11.61
P002809,8.54
P002810,13.37
P002811,9.25
P002812,16.04
P002813,13.36
P002814,7.04
P002815,10.56
P002816,13.65
P002817,5.02
P002818,12.3
P002819,8.95
P002820,5.83
P002821,7.84
P002822,15.31
P002823,6.37
P002824,17.07
P002825,7.18
P002826,13.26
P002827,13.78
P002828,17.04
P002829,15.88
P002830,15.72
P002831,6.68
P002832,13.98
P002833,4.2
P002834,16.37
P002835,17.17
P002836,9.07
P002837,15.62
P002838,8.72
P002839,11.29
P002840,11.16
P002841,12.47
P002842,10.37
P002843,6.76
P002844,17.74
P002845,15.2
P002846,5.28
P002847,7.84
P002848,14.47
P002849,6.43
P002850,17.0
P002851,14.03
P002852,17.11
P002853,16.94
P002854,9.33
P002855,7.77
P002856,12.94
P002857,8.07
P002858,4.08
P002859,12.45
P002860,9.04
P002861,7.98
P002862,13.48
P002863,11.57
P002864,12.07
P002865,14.06
P002866,14.49
P002867,8.57
P002868,15.93
P002869,15.3
P002870,16.46
P002871,10.33
P002872,8.26
P002873,13.08
P002874,16.35
P002875,17.28
P002876,16.96
P002877,14.59
P002878,10.79
P002879,16.42
P002880,9.04
P002881,9.37
P002882,7.95
P002883,6.07
P002884,11.75
P002885,18.0
P002886,13.58
P002887,7.25
P002888,9.22
P002889,7.51
P002890,10.5
P002891,15.8
P002892,5.8
P002893,13.66
P002894,5.94
P002895,11.85
P002896,16.13
P002897,6.22
P002898,8.47
P002899,10.77
P002900,8.16
P002901,9.86
P002902,6.8
P002903,4.32
P002904,14.98
P002905,4.62
P002906,16.4
P002907,12.27
P002908,7.32
P002909,11.2
P002910,15.51
P002911,11.02
P002912,12.04
P002913,6.64
P002914,6.18
P002915,4.65
P002916,14.76
P002917,5.27
P002918,17.41
P002919,17.08
P002920,11.88
P002921,14.98
P002922,15.73
P002923,15.96
P002924,11.77
P002925,11.4
P002926,5.45
P002927,14.89
P002928,9.14
P002929,6.75
P002930,4.16
P002931,11.93
P002932,16.81
P002933,6.01
P002934,17.12
P002935,13.17
P002936,5.1
P002937,6.16
P002938,7.08
P002939,12.49
P002940,4.88
P002941,9.59
P002942,15.33
P002943,12.9
P002944,12.06
P002945,7.08
P002946,13.51
P002947,5.75
P002948,5.25
P002949,16.32
P002950,5.12
P002951,6.94
P002952,15.82
P002953,16.2
P002954,7.12
P002955,10.89
P002956,15.77
P002957,8.11
P002958,16.18
P002959,4.13
P002960,12.59
P002961,9.09
P002962,16.02
P002963,4.06
P002964,12.66
P002965,4.87
P002966,7.71
P002967,10.66
P002968,12.99
P002969,5.33
P002970,4.21
P002971,6.64
P002972,6.72
P002973,17.85
P002974,15.36
P002975,13.37
P002976,4.76
P002977,7.62
P002978,16.97
P002979,15.99
P002980,7.95
P002981,13.83
P002982,11.24
P002983,6.73
P002984,17.2
P002985,13.7
P002986,8.05
P002987,12.82
P002988,5.09
P002989,9.58
P002990,9.65
P002991,8.39
P002992,9.77
P002993,10.32
P002994,12.87
P002995,6.91
P002996,8.55
P002997,16.18
P002998,5.98
P002999,15.4
P003000,13.0
P003001,7.94
P003002,17.82
P003003,11.57
P003004,4.58
P003005,7.07
P003006,16.4
P003007,11.83
P003008,6.07
P003009,17.16
P003010,6.11
P003011,11.49
P003012,11.93
P003013,17.66
P003014,7.35
P003015,15.51
P003016,7.66
P003017,15.44
P003018,17.57
P003019,9.88
P003020,15.46
P003021,11.87
P003022,7.52
P003023,14.12
P003024,16.89
P003025,11.04
P003026,15.59
P003027,6.2
P003028,10.31
P003029,4.84
P003030,11.56
P003031,12.17
P003032,12.19
P003033,10.05
P003034,11.09
P003035,12.11
P003036,15.71
P003037,12.56
P003038,5.21
P003039,16.7
P003040,15.82
P003041,8.94
P003042,15.62
P003043,5.19
P003044,7.53
P003045,15.71
P003046,13.13
P003047,13.56
P003048,17.36
P003049,10.48
P003050,4.38
P003051,15.15
P003052,16.55
P003053,10.19
P003054,12.83
P003055,4.46
P003056,10.71
P003057,9.95
P003058,12.18
P003059,9.07
P003060,14.51
P003061,5.77
P003062,11.93
P003063,7.83
P003064,7.05
P003065,11.62
P003066,13.33
P003067,10.09
P003068,17.3
P003069,5.08
P003070,9.11
P003071,12.71
P003072,10.33
P003073,14.36
P003074,12.49
P003075,7.07
P003076,8.96
P003077,12.88
P003078,16.23
P003079,14.81
P003080,9.9
P003081,17.24
P003082,11.42
P003083,11.68
P003084,17.61
P003085,10.62
P003086,8.34
P003087,11.89
P003088,9.8
P003089,18.0
P003090,5.31
P003091,7.29
P003092,5.85
P003093,7.59
P003094,4.26
P003095,12.07
P003096,8.96
P003097,4.34
P003098,16.49
P003099,11.55
P003100,15.58
P003101,6.33
P003102,8.06
P003103,12.76
P003104,12.88
P003105,15.17
P003106,9.2
P003107,5.86
P003108,13.92
P003109,17.71
P003110,5.29
P003111,13.86
P003112,15.24
P003113,14.84
P003114,15.73
P003115,16.55
P003116,15.59
P003117,4.03
P003118,16.83
P003119,13.92
P003120,4.19
P003121,12.41
P003122,10.75
P003123,7.48
P003124,5.78
P003125,16.13
P003126,15.94
P003127,7.34
P003128,15.2
P003129,8.13
P003130,11.26
P003131,6.34
P003132,8.74
P003133,13.47
P003134,5.88
P003135,8.47
P003136,9.4
P003137,17.41
P003138,5.21
P003139,17.03
P003140,11.04
P003141,11.28
P003142,7.3
P003143,14.25
P003144,7.46
P003145,12.2
P003146,12.58
P003147,16.17
P003148,9.81
P003149,14.06
P003150,4.43
P003151,16.04
P003152,6.16
P003153,10.46
P003154,7.86
P003155,17.7
P003156,8.17
P003157,8.05
P003158,13.02
P003159,8.31
P003160,16.32
P003161,9.07
P003162,13.17
P003163,7.78
P003164,13.53
P003165,5.54
P003166,17.69
P003167,10.61
P003168,8.95
P003169,16.71
P003170,7.38
P003171,14.08
P003172,15.95
P003173,11.4
P003174,8.49
P003175,11.05
P003176,7.55
P003177,16.83
P003178,4.96
P003179,17.47
P003180,10.57
P003181,12.62
P003182,5.38
P003183,17.27
P003184,8.87
P003185,7.83
P003186,12.04
P003187,4.71
P003188,17.99
P003189,17.57
P003190,8.19
P003191,8.79
P003192,15.66
P003193,16.03
P003194,12.75
P003195,16.2
P003196,7.95
P003197,7.89
P003198,13.35
P003199,10.26
P003200,8.56
P003201,7.21
P003202,17.47
P003203,6.49
P003204,12.98
P003205,9.85
P003206,10.64
P003207,6.52
P003208,15.17
P003209,15.61
P003210,11.71
P003211,8.69
P003212,14.49
P003213,4.65
P003214,15.42
P003215,8.95
P003216,4.63
P003217,11.8
P003218,9.4
P003219,8.98
P003220,9.18
P003221,5.18
P003222,6.56
P003223,9.31
P003224,4.85
P003225,11.32
P003226,10.09
P003227,4.2
P003228,14.15
P003229,8.45
P003230,11.77
P003231,10.13
P003232,9.71
P003233,12.25
P003234,17.71
P003235,16.25
P003236,8.14
P003237,14.23
P003238,9.28
P003239,13.47
P003240,12.84
P003241,4.38
P003242,10.02
P003243,12.23
P003244,17.82
P003245,13.79
P003246,12.99
P003247,6.54
P003248,4.91
P003249,6.94
P003250,11.42
P003251,5.12
P003252,7.94
P003253,9.76
P003254,7.89
P003255,11.88
P003256,13.87
P003257,7.45
P003258,7.88
P003259,13.18
P003260,13.05
P003261,5.33
P003262,9.34
P003263,17.34
P003264,14.04
P003265,17.86
P003266,11.43
P003267,8.03
P003268,14.06
P003269,17.15
P003270,9.51
P003271,13.16
P003272,13.58
P003273,12.3
P003274,9.01
P003275,15.84
P003276,16.34
P003277,16.06
P003278,11.16
P003279,11.01
P003280,17.77
P003281,5.89
P003282,10.04
P003283,5.17
P003284,9.51
P003285,4.23
P003286,17.75
P003287,17.33
P003288,6.15
P003289,16.41
P003290,7.76
P003291,14.84
P003292,4.95
P003293,12.82
P003294,17.3
P003295,6.0
P003296,10.95
P003297,7.66
P003298,8.41
P003299,12.26
P003300,6.16
P003301,7.31
P003302,14.62
P003303,11.27
P003304,7.16
P003305,7.84
P003306,15.12
P003307,9.05
P003308,11.5
P003309,7.09
P003310,6.0
P003311,13.75
P003312,9.37
P003313,14.65
P003314,12.02
P003315,12.79
P003316,5.49
P003317,6.79
P003318,15.25
P003319,12.92
P003320,5.27
P003321,4.2
P003322,9.25
P003323,10.43
P003324,4.18
P003325,14.88
P003326,4.9
P003327,5.28
P003328,15.58
P003329,17.71
P003330,14.73
P003331,11.91
P003332,17.6
P003333,9.95
P003334,9.31
P003335,11.77
P003336,9.03
P003337,14.3
P003338,11.59
P003339,7.97
P003340,12.71
P003341,9.9
